"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"LCII","LCI Industries ","117.17","$2.95B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lcii"
"LEAF","Leaf Group Ltd.","4.39","$117.92M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/leaf"
"LEA","Lear Corporation","122.14","$7.32B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea"
"LEE","Lee Enterprises, Incorporated","0.86","$50.19M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/lee"
"LGC","Legacy Acquisition Corp.","10.45","$142.36M","2017","Technology","Advertising","https://old.nasdaq.com/symbol/lgc"
"LGC.U","Legacy Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/lgc.u"
"LGC.WS","Legacy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgc.ws"
"LEG","Leggett & Platt, Incorporated","43.57","$5.77B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/leg"
"JBK","Lehman ABS Corporation","28.8616","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbk"
"KTH","Lehman ABS Corporation","33.7501","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/kth"
"KTN","Lehman ABS Corporation","33.1219","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ktn"
"LDOS","Leidos Holdings, Inc.","91.64","$13.03B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ldos"
"LEJU","Leju Holdings Limited","2.1","$285.54M","2014","Finance","Real Estate","https://old.nasdaq.com/symbol/leju"
"LMND","Lemonade, Inc.","54.7","$3.09B","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/lmnd"
"LC","LendingClub Corporation","5.62","$401.92M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lc"
"LEN","Lennar Corporation","78.37","$24.47B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len"
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len.b"
"LII","Lennox International, Inc.","287.8","$11.01B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii"
"LEVI","Levi Strauss & Co","12.75","$5.06B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/levi"
"LXP","Lexington Realty Trust","11.46","$3.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp"
"LXP^C","Lexington Realty Trust","58.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp^c"
"LPL","LG Display Co., Ltd.","6.39","$4.57B","2004","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lpl"
"DFNS","LGL Systems Acquisition Corp.","9.95","$214.55M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfns"
"DFNS.U","LGL Systems Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dfns.u"
"DFNS.WS","LGL Systems Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfns.ws"
"USA","Liberty All-Star Equity Fund","6.29","$1.34B","1986","n/a","n/a","https://old.nasdaq.com/symbol/usa"
"ASG","Liberty All-Star Growth Fund, Inc.","7.62","$317.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asg"
"LBRT","Liberty Oilfield Services Inc.","8.58","$968.97M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/lbrt"
"LSI","Life Storage, Inc.","109.07","$5.12B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lsi"
"LITB","LightInTheBox Holding Co., Ltd.","2.23","$249.26M","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/litb"
"LNC","Lincoln National Corporation","35.92","$6.94B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/lnc"
"LIN","Linde plc","260.23","$136.71B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lin"
"LNN","Lindsay Corporation","102.75","$1.11B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lnn"
"LN","LINE Corporation","50.73","$12.25B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ln"
"LINX","Linx S.A.","6.89","$1.21B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/linx"
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgf.a"
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/lgf.b"
"LAD","Lithia Motors, Inc.","257.78","$5.89B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lad"
"LAC","Lithium Americas Corp.","7.85","$711.55M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lac"
"LYV","Live Nation Entertainment, Inc.","57.9","$12.58B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/lyv"
"LOAK","Live Oak Acquisition Corp.","9.85","$253.64M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/loak"
"LOAK.U","Live Oak Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/loak.u"
"LOAK.WS","Live Oak Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/loak.ws"
"LTHM","Livent Corporation","9.26","$1.35B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lthm"
"RAMP","LiveRamp Holdings, Inc.","58.57","$3.86B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ramp"
"LYG","Lloyds Banking Group Plc","1.4","$24.78B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/lyg"
"SCD","LMP Capital and Income Fund Inc.","11.24","$202.13M","2004","n/a","n/a","https://old.nasdaq.com/symbol/scd"
"LMT","Lockheed Martin Corporation","398.07","$111.28B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt"
"L","Loews Corporation","36.6","$10.26B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/l"
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","4.86","$579.31M","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma"
"LGVW","Longview Acquisition Corp.","9.9","$512.33M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lgvw"
"LGVW.U","Longview Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.u"
"LGVW.WS","Longview Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.ws"
"LPX","Louisiana-Pacific Corporation","33.68","$3.78B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/lpx"
"LOW","Lowe&#39;s Companies, Inc.","170.49","$128.85B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/low"
"LXU","Lsb Industries Inc.","2.11","$61.86M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxu"
"LTC","LTC Properties, Inc.","37.3","$1.46B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ltc"
"LUB","Luby&#39;s, Inc.","1.1","$33.69M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lub"
"LL","Lumber Liquidators Holdings, Inc","24.33","$701.99M","2007","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/ll"
"LXFR","Luxfer Holdings PLC","14.58","$402.64M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxfr"
"LDL","Lydall, Inc.","19.36","$343.85M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl"
"LYB","LyondellBasell Industries NV","71.49","$23.87B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lyb"
"MTB","M&T Bank Corporation","104.12","$13.36B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mtb"
"MDC","M.D.C. Holdings, Inc.","45.54","$2.89B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc"
"MHO","M/I Homes, Inc.","45.2","$1.29B","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho"
"MAC","Macerich Company (The)","7.81","$1.17B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mac"
"CLI","Mack-Cali Realty Corporation","12.66","$1.15B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cli"
"MFD","Macquarie First Trust Global","8.03","$68.64M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mfd"
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","18.47","$230.29M","2005","n/a","n/a","https://old.nasdaq.com/symbol/mgu"
"MIC","Macquarie Infrastructure Corporation ","28.4","$2.47B","2004","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mic"
"BMA","Macro Bank Inc.","18.86","$1.21B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bma"
"M","Macy&#39;s Inc","7.05","$2.19B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/m"
"MCN","Madison Covered Call & Equity Strategy Fund","6.09","$127.57M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mcn"
"MSGE","Madison Square Garden Entertainment Corp.","75.35","$1.81B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msge"
"MSGS","Madison Square Garden Sports Corp.","166.64","$4B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msgs"
"MMP","Magellan Midstream Partners L.P.","37.81","$8.51B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mmp"
"MGA","Magna International, Inc.","51.44","$15.36B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga"
"MX","MagnaChip Semiconductor Corporation","13.07","$459.54M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/mx"
"MGY","Magnolia Oil & Gas Corporation","6.23","$1.57B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mgy"
"MH^A","Maiden Holdings, Ltd.","9.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^a"
"MH^C","Maiden Holdings, Ltd.","9.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^c"
"MH^D","Maiden Holdings, Ltd.","9.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^d"
"MHLA","Maiden Holdings, Ltd.","19.6","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhla"
"MHNC","Maiden Holdings, Ltd.","22","n/a","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhnc"
"MAIN","Main Street Capital Corporation","30.58","$2.01B","2007","n/a","n/a","https://old.nasdaq.com/symbol/main"
"MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","21.38","$590.13M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mmd"
"MNK","Mallinckrodt plc","1.48","$125.19M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnk"
"MANU","Manchester United Ltd.","15.55","$2.56B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/manu"
"MTW","Manitowoc Company, Inc. (The)","9.61","$331.75M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw"
"MN","Manning & Napier, Inc.","4.23","$68.84M","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/mn"
"MAN","ManpowerGroup","74.04","$4.3B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/man"
"MFC","Manulife Financial Corp","15.05","$29.19B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mfc"
"MRO","Marathon Oil Corporation","5.12","$4.04B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mro"
"MPC","Marathon Petroleum Corporation","35.01","$22.78B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/mpc"
"MMI","Marcus & Millichap, Inc.","28.88","$1.14B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/mmi"
"MCS","Marcus Corporation (The)","16.05","$498.52M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/mcs"
"MPX","Marine Products Corporation","14.72","$500.02M","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx"
"HZO","MarineMax, Inc.","29.39","$635.65M","1998","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hzo"
"MKL","Markel Corporation","1102.72","$15.19B","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mkl"
"VAC","Marriott Vacations Worldwide Corporation","96.12","$3.95B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/vac"
"MMC","Marsh & McLennan Companies, Inc.","118.91","$60.23B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/mmc"
"MLM","Martin Marietta Materials, Inc.","212.57","$13.24B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mlm"
"MAS","Masco Corporation","59.83","$15.65B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mas"
"DOOR","Masonite International Corporation","93.73","$2.3B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/door"
"MTZ","MasTec, Inc.","47.27","$3.49B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/mtz"
"MA","Mastercard Incorporated","360.7","$361.08B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ma"
"MTDR","Matador Resources Company","9.34","$1.09B","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtdr"
"MTRN","Materion Corporation","56.1","$1.14B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn"
"MATX","Matson, Inc.","41.42","$1.78B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/matx"
"MLP","Maui Land & Pineapple Company, Inc.","12.16","$235.52M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mlp"
"MAXR","Maxar Technologies Inc.","25.9","$1.58B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/maxr"
"MMS","Maximus, Inc.","79.19","$4.86B","1997","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mms"
"MXL","MaxLinear, Inc","25.12","$1.84B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxl"
"MEC","Mayville Engineering Company, Inc.","8.8","$176.52M","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec"
"MBI","MBIA, Inc.","8.28","$478.18M","1987","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mbi"
"MKC","McCormick & Company, Incorporated","209.78","$27.95B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc"
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc.v"
"MCD","McDonald&#39;s Corporation","216.23","$160.9B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/mcd"
"MUX","McEwen Mining Inc.","1.23","$495.06M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mux"
"MCK","McKesson Corporation","156.25","$25.34B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/mck"
"MDU","MDU Resources Group, Inc.","24.32","$4.88B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mdu"
"MTL","Mechel PAO","1.72","$476.45M","2004","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtl"
"MTL^","Mechel PAO","0.4701","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mtl^"
"MDLA","Medallia, Inc.","40.2","$5.67B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla"
"MPW","Medical Properties Trust, Inc.","18.65","$9.86B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw"
"MED","MEDIFAST INC","171.76","$2.02B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med"
"MCC","Medley Capital Corporation","16.14","$43.96M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc"
"MCV","Medley Capital Corporation","21.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv"
"MCX","Medley Capital Corporation","24.29","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/mcx"
"MDLQ","Medley LLC","6","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq"
"MDLX","Medley LLC","5.14","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx"
"MDLY","Medley Management Inc.","0.7085","$23.16M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly"
"MD","Mednax, Inc","18.71","$1.6B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md"
"MDT","Medtronic plc","108.78","$146.12B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt"
"MFAC","Megalith Financial Acquisition Corp.","10.23","$75.98M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mfac"
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u"
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws"
"MRK","Merck & Company, Inc.","86.93","$219.87B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk"
"MCY","Mercury General Corporation","45.63","$2.53B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy"
"MDP","Meredith Corporation","13.54","$615.03M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp"
"MTH","Meritage Corporation","99.47","$3.74B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth"
"MTOR","Meritor, Inc.","23.96","$1.73B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor"
"MER^K","Merrill Lynch & Co., Inc.","26.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k"
"MTR","Mesa Royalty Trust","4.09","$7.62M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr"
"MSB","Mesabi Trust","20.19","$264.89M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb"
"MEI","Methode Electronics, Inc.","30.35","$1.14B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei"
